2.000000000000000000e+02 1.000000000000000021e-03
2.011011011011011078e+02 9.995202770714797444e-04
2.022022022022022156e+02 9.990382015395106105e-04
2.033033033033032950e+02 9.985537995970449401e-04
2.044044044044044028e+02 9.980670974370367890e-04
2.055055055055055107e+02 9.975781212524391286e-04
2.066066066066066185e+02 9.970868972362060146e-04
2.077077077077076979e+02 9.965934515812899849e-04
2.088088088088088057e+02 9.960978104806450951e-04
2.099099099099099135e+02 9.956000001272245336e-04
2.110110110110110213e+02 9.951000467139812719e-04
2.121121121121121007e+02 9.945979764338691489e-04
2.132132132132132085e+02 9.940938154798415697e-04
2.143143143143143163e+02 9.935875900448517227e-04
2.154154154154154241e+02 9.930793263218532299e-04
2.165165165165165035e+02 9.925690505037990628e-04
2.176176176176176114e+02 9.920567887836430603e-04
2.187187187187187192e+02 9.915425673543384107e-04
2.198198198198198270e+02 9.910264124088380856e-04
2.209209209209209348e+02 9.905083501400959237e-04
2.220220220220220142e+02 9.899884067410657639e-04
2.231231231231231220e+02 9.894666084047001441e-04
2.242242242242242298e+02 9.889429813239526863e-04
2.253253253253253376e+02 9.884175516917770125e-04
2.264264264264264170e+02 9.878903457011265279e-04
2.275275275275275249e+02 9.873613895449542040e-04
2.286286286286286327e+02 9.868307094162136629e-04
2.297297297297297405e+02 9.862983315078585264e-04
2.308308308308308483e+02 9.857642820128417662e-04
2.319319319319319277e+02 9.852285871241170043e-04
2.330330330330330355e+02 9.846912730346374289e-04
2.341341341341341433e+02 9.841523659373570959e-04
2.352352352352352227e+02 9.836118920252281093e-04
2.363363363363363305e+02 9.830698774912051754e-04
2.374374374374374383e+02 9.825263485282410489e-04
2.385385385385385462e+02 9.819813313292889180e-04
2.396396396396396540e+02 9.814348520873026217e-04
2.407407407407407334e+02 9.808869369952351314e-04
2.418418418418418412e+02 9.803376122460402860e-04
2.429429429429429490e+02 9.797869040326710570e-04
2.440440440440440284e+02 9.792348385480810664e-04
2.451451451451451362e+02 9.786814419852239363e-04
2.462462462462462440e+02 9.781267405370524214e-04
2.473473473473473518e+02 9.775707603965201435e-04
2.484484484484484597e+02 9.770135277565807248e-04
2.495495495495495675e+02 9.764550688101875705e-04
2.506506506506506469e+02 9.758954097502937604e-04
2.517517517517517547e+02 9.753345767698526998e-04
